iter	Passed	Remaining
1494	146978	6734943
1495	147068	6734469
1496	147168	6734460
1497	147279	6734958
1498	147388	6735324
1499	147488	6735308
1500	147602	6735913
1501	147697	6735680
1502	147810	6736266
1503	147906	6736057
1504	148011	6736236
1505	148118	6736524
1506	148220	6736620
1507	148322	6736674
1508	148414	6736266
1509	148510	6736103
1510	148609	6736022
1511	148710	6736050
1512	148801	6735618
1513	148898	6735465
1514	148996	6735335
1515	149085	6734799
1516	149183	6734708
1517	149292	6735060
1518	149395	6735189
1519	149501	6735429
1520	149606	6735657
1521	149715	6735995
1522	149813	6735911
1523	149925	6736412
1524	150030	6736593
1525	150126	6736427
1526	150228	6736474
1527	150332	6736648
1528	150434	6736687
1529	150536	6736766
1530	150632	6736563
1531	150751	6737361
1532	150841	6736880
1533	150929	6736357
1534	151024	6736072
1535	151128	6736229
1536	151216	6735682
1537	151329	6736217
1538	151427	6736119
1539	151522	6735877
1540	151623	6735900
1541	151721	6735753
1542	151812	6735323
1543	151912	6735307
1544	152015	6735439
1545	152119	6735571
1546	152220	6735599
1547	152323	6735690
1548	152419	6735490
1549	152531	6735988
1550	152636	6736186
1551	152746	6736582
1552	152853	6736883
1553	152947	6736591
1554	153036	6736086
1555	153138	6736129
1556	153241	6736247
1557	153336	6735979
1558	153433	6735818
1559	153528	6735571
1560	153641	6736111
1561	153746	6736289
1562	153850	6736434
1563	153957	6736742
1564	154054	6736573
1565	154157	6736654
1566	154250	6736347
1567	154346	6736129
1568	154446	6736102
1569	154545	6736036
1570	154643	6735888
1571	154746	6735988
1572	154854	6736330
1573	154951	6736140
1574	155065	6736729
1575	155154	6736223
1576	155251	6736054
1577	155343	6735692
1578	155453	6736073
1579	155545	6735716
1580	155645	6735691
1581	155742	6735518
1582	155841	6735455
1583	155939	6735330
1584	156048	6735691
1585	156153	6735874
1586	156243	6735382
1587	156334	6735003
1588	156433	6734928
1589	156544	6735343
1590	156647	6735427
1591	156757	6735852
1592	156871	6736400
1593	156983	6736909
1594	157096	6737403
1595	157209	6737944
1596	157310	6737967
1597	157406	6737761
1598	157500	6737442
1599	157598	6737353
1600	157711	6737864
1601	157802	6737433
1602	157894	6737081
1603	157983	6736546
1604	158087	6736714
1605	158196	6737034
1606	158287	6736637
1607	158392	6736782
1608	158495	6736876
1609	158597	6736930
1610	158710	6737450
1611	158803	6737109
1612	158906	6737205
1613	158994	6736682
1614	159090	6736460
1615	159186	6736288
1616	159289	6736352
1617	159401	6736844
1618	159493	6736441
1619	159594	6736454
1620	159685	6736032
1621	159795	6736447
1622	159886	6736016
1623	159987	6736004
1624	160079	6735673
1625	160192	6736164
1626	160306	6736727
1627	160399	6736374
1628	160500	6736408
1629	160595	6736151
1630	160693	6736034
1631	160794	6736035
1632	160885	6735598
1633	160989	6735731
1634	161099	6736147
1635	161203	6736274
1636	161296	6735940
1637	161393	6735759
1638	161485	6735394
1639	161580	6735168
1640	161669	6734670
1641	161766	6734475
1642	161865	6734395
1643	161969	6734557
1644	162073	6734670
1645	162186	6735155
1646	162293	6735443
1647	162389	6735238
1648	162503	6735753
1649	162596	6735452
1650	162698	6735461
1651	162798	6735447
1652	162899	6735458
1653	162995	6735241
1654	163097	6735266
1655	163202	6735438
1656	163293	6735034
1657	163391	6734917
1658	163489	6734815
1659	163592	6734868
1660	163695	6734980
1661	163815	6735758
1662	163913	6735615
1663	164001	6735115
1664	164092	6734696
1665	164191	6734627
1666	164288	6734467
1667	164391	6734518
1668	164486	6734274
1669	164588	6734319
1670	164693	6734511
1671	164792	6734427
1672	164895	6734509
1673	165015	6735287
1674	165128	6735780
1675	165226	6735623
1676	165331	6735791
1677	165425	6735512
1678	165522	6735356
1679	165621	6735280
1680	165720	6735186
1681	165820	6735144
1682	165918	6735030
1683	166016	6734915
1684	166116	6734856
1685	166223	6735099
1686	166313	6734677
1687	166430	6735328
1688	166534	6735445
1689	166647	6735900
1690	166749	6735936
1691	166852	6736045
1692	166957	6736185
1693	167056	6736120
1694	167157	6736095
1695	167258	6736108
1696	167360	6736152
1697	167474	6736657
1698	167579	6736818
1699	167669	6736352
1700	167773	6736482
1701	167877	6736615
1702	167974	6736449
1703	168076	6736468
1704	168178	6736505
1705	168289	6736907
1706	168389	6736848
1707	168492	6736924
1708	168608	6737533
1709	168713	6737680
1710	168811	6737574
1711	168903	6737198
1712	169007	6737326
1713	169103	6737112
1714	169207	6737215
1715	169310	6737293
1716	169413	6737365
1717	169508	6737137
1718	169597	6736658
1719	169694	6736484
1720	169811	6737094
1721	169906	6736848
1722	170001	6736599
1723	170095	6736332
1724	170196	6736346
1725	170293	6736160
1726	170397	6736275
1727	170496	6736180
1728	170595	6736100
1729	170691	6735882
1730	170805	6736414
1731	170908	6736482
1732	171004	6736267
1733	171103	6736187
1734	171209	6736366
1735	171311	6736401
1736	171426	6736943
1737	171527	6736961
1738	171623	6736728
1739	171736	6737188
1740	171834	6737093
1741	171932	6736962
1742	172028	6736755
1743	172122	6736473
1744	172226	6736556
1745	172325	6736469
1746	172418	6736146
1747	172526	6736418
1748	172625	6736338
1749	172718	6736039
1750	172816	6735890
1751	172910	6735607
1752	172998	6735089
1753	173093	6734858
1754	173192	6734765
1755	173306	6735247
1756	173399	6734930
1757	173495	6734738
1758	173595	6734689
1759	173687	6734330
1760	173785	6734231
1761	173884	6734140
1762	173998	6734625
1763	174096	6734505
1764	174195	6734416
1765	174311	6734987
1766	174413	6734991
1767	174525	6735410
1768	174620	6735193
1769	174733	6735638
1770	174833	6735576
1771	174926	6735272
1772	175031	6735390
1773	175141	6735758
1774	175260	6736438
1775	175352	6736060
1776	175455	6736145
1777	175560	6736283
1778	175660	6736235
1779	175758	6736103
1780	175858	6736041
1781	175956	6735897
1782	176053	6735762
1783	176156	6735795
1784	176256	6735745
1785	176348	6735413
1786	176462	6735888
1787	176582	6736611
1788	176690	6736857
1789	176782	6736492
1790	176901	6737165
1791	176998	6736989
1792	177110	6737396
1793	177229	6738076
1794	177325	6737868
1795	177423	6737745
1796	177523	6737701
1797	177638	6738198
1798	177750	6738603
1799	177852	6738635
1800	177954	6738670
1801	178054	6738619
1802	178160	6738780
1803	178268	6739016
1804	178361	6738688
1805	178477	6739245
1806	178574	6739082
1807	178681	6739305
1808	178775	6739025
1809	178871	6738819
1810	178967	6738598
1811	179075	6738849
1812	179170	6738606
1813	179271	6738576
1814	179367	6738404
1815	179478	6738735
1816	179581	6738794
1817	179676	6738568
1818	179765	6738103
1819	179855	6737669
1820	179954	6737572
1821	180056	6737598
1822	180155	6737485
1823	180248	6737186
1824	180351	6737257
1825	180463	6737645
1826	180556	6737330
1827	180663	6737535
1828	180768	6737660
1829	180877	6737952
1830	180989	6738338
1831	181097	6738584
1832	181191	6738291
1833	181290	6738208
1834	181391	6738182
1835	181488	6738007
1836	181580	6737668
1837	181677	6737490
1838	181781	6737576
1839	181892	6737916
1840	182001	6738208
1841	182117	6738741
1842	182220	6738785
1843	182321	6738788
1844	182433	6739145
1845	182528	6738906
1846	182630	6738919
1847	182733	6738992
1848	182834	6738957
1849	182936	6739001
1850	183033	6738807
1851	183128	6738575
1852	183236	6738801
1853	183340	6738897
1854	183439	6738823
1855	183537	6738668
1856	183648	6739023
1857	183765	6739590
1858	183873	6739821
1859	183972	6739713
1860	184066	6739438
1861	184176	6739745
1862	184290	6740188
1863	184383	6739884
1864	184478	6739648
1865	184577	6739536
1866	184677	6739497
1867	184768	6739086
1868	184884	6739620
1869	184985	6739601
1870	185088	6739649
1871	185188	6739611
1872	185305	6740169
1873	185399	6739888
1874	185495	6739652
1875	185590	6739428
1876	185702	6739799
1877	185806	6739883
1878	185905	6739799
1879	186006	6739761
1880	186123	6740325
1881	186221	6740201
1882	186341	6740850
1883	186458	6741399
1884	186569	6741731
1885	186664	6741486
1886	186773	6741770
1887	186874	6741719
1888	186992	6742313
1889	187088	6742097
1890	187188	6742058
1891	187291	6742107
1892	187386	6741841
1893	187480	6741586
1894	187589	6741830
1895	187683	6741559
1896	187786	6741600
1897	187888	6741611
1898	187984	6741400
1899	188094	6741707
1900	188198	6741783
1901	188292	6741509
1902	188389	6741344
1903	188488	6741244
1904	188604	6741749
1905	188705	6741718
1906	188798	6741394
1907	188888	6740977
1908	188984	6740764
1909	189086	6740773
1910	189194	6741003
1911	189311	6741533
1912	189422	6741876
1913	189524	6741868
1914	189610	6741339
1915	189722	6741676
1916	189818	6741468
1917	189932	6741902
1918	190031	6741820
1919	190150	6742413
1920	190245	6742182
1921	190348	6742204
1922	190442	6741940
1923	190538	6741718
1924	190640	6741728
1925	190737	6741565
1926	190830	6741270
1927	190929	6741156
1928	191047	6741736
1929	191149	6741723
1930	191237	6741249
1931	191342	6741369
1932	191435	6741036
1933	191531	6740835
1934	191630	6740732
1935	191724	6740464
1936	191820	6740252
1937	191938	6740819
1938	192029	6740432
1939	192136	6740612
1940	192248	6740984
1941	192351	6741014
1942	192473	6741735
1943	192569	6741501
1944	192661	6741180
1945	192774	6741569
1946	192876	6741549
1947	192995	6742165
1948	193111	6742655
1949	193201	6742245
1950	193294	6741943
1951	193407	6742325
1952	193511	6742384
1953	193616	6742501
1954	193725	6742720
1955	193830	6742828
1956	193938	6743055
1957	194032	6742774
1958	194124	6742439
1959	194213	6741969
1960	194312	6741895
1961	194409	6741698
1962	194522	6742089
1963	194622	6742034
1964	194720	6741893
1965	194816	6741698
1966	194933	6742213
1967	195024	6741811
1968	195127	6741860
1969	195218	6741475
1970	195319	6741461
1971	195409	6741034
1972	195516	6741214
1973	195634	6741751
1974	195739	6741862
1975	195833	6741603
1976	195928	6741336
1977	196029	6741327
1978	196127	6741165
1979	196216	6740729
1980	196332	6741226
1981	196446	6741627
1982	196539	6741330
1983	196631	6740975
1984	196733	6740974
1985	196849	6741448
1986	196941	6741098
1987	197041	6741022
1988	197134	6740747
1989	197231	6740567
1990	197322	6740167
1991	197433	6740500
1992	197544	6740807
1993	197646	6740803
1994	197738	6740464
1995	197841	6740495
1996	197951	6740746
1997	198061	6741029
1998	198172	6741347
1999	198286	6741752
2000	198389	6741788
2001	198491	6741778
2002	198584	6741451
2003	198678	6741175
2004	198770	6740837
2005	198871	6740803
2006	198965	6740540
2007	199067	6740530
2008	199161	6740252
2009	199256	6740026
2010	199371	6740450
2011	199486	6740907
2012	199603	6741409
2013	199697	6741129
2014	199796	6741032
2015	199893	6740851
2016	199992	6740760
2017	200100	6740952
2018	200208	6741149
2019	200308	6741078
2020	200404	6740878
2021	200519	6741314
2022	200621	6741295
2023	200724	6741327
2024	200840	6741803
2025	200959	6742343
2026	201069	6742626
2027	201170	6742573
2028	201263	6742261
2029	201373	6742544
2030	201479	6742665
2031	201600	6743299
2032	201693	6742985
2033	201787	6742719
2034	201880	6742402
2035	201986	6742555
2036	202102	6743005
2037	202195	6742680
2038	202290	6742445
2039	202415	6743217
2040	202539	6743942
2041	202631	6743592
2042	202752	6744223
2043	202845	6743910
2044	202943	6743770
2045	203054	6744066
2046	203155	6744024
2047	203251	6743827
2048	203366	6744259
2049	203467	6744214
2050	203560	6743907
2051	203676	6744339
2052	203773	6744173
2053	203882	6744386
2054	203983	6744353
2055	204081	6744202
2056	204174	6743924
2057	204291	6744414
2058	204385	6744126
2059	204486	6744071
2060	204579	6743775
2061	204672	6743484
2062	204772	6743391
2063	204876	6743445
2064	204993	6743938
2065	205096	6743959
2066	205184	6743508
2067	205276	6743155
2068	205379	6743188
2069	205475	6742986
2070	205568	6742677
2071	205666	6742518
2072	205778	6742845
2073	205881	6742862
2074	205992	6743143
2075	206101	6743383
2076	206198	6743206
2077	206292	6742938
2078	206418	6743685
2079	206509	6743344
2080	206606	6743166
2081	206714	6743326
2082	206824	6743599
2083	206924	6743527
2084	207015	6743132
2085	207132	6743622
2086	207241	6743832
2087	207363	6744478
2088	207459	6744267
2089	207575	6744719
2090	207678	6744743
2091	207771	6744419
2092	207870	6744334
2093	207984	6744692
2094	208086	6744675
2095	208200	6745068
2096	208295	6744819
2097	208387	6744492
2098	208482	6744258
2099	208584	6744224
2100	208681	6744055
2101	208781	6743975
2102	208894	6744327
2103	208997	6744347
2104	209094	6744151
2105	209212	6744685
2106	209306	6744392
2107	209402	6744194
2108	209529	6744989
2109	209651	6745597
2110	209751	6745519
2111	209845	6745263
2112	209956	6745540
2113	210054	6745387
2114	210150	6745192
2115	210247	6744998
2116	210340	6744701
2117	210465	6745426
2118	210558	6745109
2119	210658	6745036
2120	210757	6744929
2121	210858	6744902
2122	210953	6744657
2123	211069	6745070
2124	211185	6745498
2125	211291	6745619
2126	211389	6745491
2127	211504	6745876
2128	211595	6745525
2129	211694	6745409
2130	211799	6745486
2131	211896	6745294
2132	212003	6745432
2133	212098	6745208
2134	212193	6744964
2135	212289	6744771
2136	212385	6744548
2137	212472	6744060
2138	212572	6743988
2139	212674	6743969
2140	212790	6744380
2141	212906	6744808
2142	213005	6744720
2143	213103	6744563
2144	213218	6744948
2145	213314	6744759
2146	213408	6744477
2147	213508	6744414
2148	213607	6744278
2149	213701	6744035
2150	213795	6743763
2151	213887	6743413
2152	213980	6743111
2153	214093	6743442
2154	214189	6743234
2155	214285	6743039
2156	214393	6743222
2157	214489	6743012
2158	214591	6742968
2159	214703	6743287
2160	214798	6743054
2161	214911	6743362
2162	215005	6743100
2163	215109	6743153
2164	215224	6743523
2165	215343	6744052
2166	215459	6744461
2167	215556	6744306
2168	215655	6744190
2169	215758	6744178
2170	215869	6744460
2171	215988	6744963
2172	216081	6744665
2173	216174	6744356
2174	216271	6744183
2175	216368	6744006
2176	216467	6743901
2177	216567	6743828
2178	216668	6743773
2179	216762	6743507
2180	216857	6743266
2181	216973	6743675
2182	217081	6743842
2183	217179	6743707
2184	217274	6743452
2185	217367	6743168
2186	217488	6743729
2187	217600	6744016
2188	217713	6744342
2189	217806	6744044
2190	217919	6744376
2191	218016	6744189
2192	218110	6743923
2193	218206	6743722
2194	218333	6744455
2195	218451	6744925
2196	218561	6745174
2197	218671	6745376
2198	218768	6745218
2199	218866	6745061
2200	218969	6745080
2201	219067	6744945
2202	219169	6744916
2203	219269	6744813
2204	219364	6744575
2205	219476	6744879
2206	219578	6744835
2207	219679	6744800
2208	219787	6744946
2209	219884	6744794
2210	219984	6744701
2211	220084	6744609
2212	220175	6744253
2213	220270	6744022
2214	220364	6743738
2215	220487	6744355
2216	220601	6744704
2217	220724	6745333
2218	220835	6745574
2219	220936	6745541
2220	221032	6745327
2221	221130	6745171
2222	221228	6745024
2223	221339	6745292
2224	221458	6745777
2225	221567	6745951
2226	221683	6746360
2227	221783	6746276
2228	221887	6746313
2229	221999	6746599
2230	222099	6746503
2231	222198	6746385
2232	222287	6745972
2233	222398	6746213
2234	222493	6745989
2235	222590	6745795
2236	222699	6745994
2237	222810	6746246
2238	222907	6746060
2239	223002	6745817
2240	223097	6745603
2241	223208	6745847
2242	223317	6746017
2243	223417	6745941
2244	223515	6745782
2245	223629	6746127
2246	223740	6746363
2247	223853	6746666
2248	223961	6746841
2249	224086	6747503
2250	224199	6747788
2251	224290	6747424
2252	224405	6747788
2253	224503	6747644
2254	224628	6748326
2255	224730	6748295
2256	224845	6748643
2257	224956	6748882
2258	225054	6748746
2259	225149	6748498
2260	225272	6749106
2261	225362	6748719
2262	225488	6749396
2263	225580	6749083
2264	225677	6748914
2265	225773	6748703
2266	225868	6748441
2267	225968	6748382
2268	226066	6748230
2269	226190	6748846
2270	226289	6748734
2271	226397	6748877
2272	226514	6749290
2273	226631	6749720
2274	226747	6750096
2275	226839	6749766
2276	226948	6749947
2277	227058	6750146
2278	227166	6750305
2279	227268	6750267
2280	227384	6750648
2281	227475	6750294
2282	227583	6750448
2283	227682	6750322
2284	227795	6750610
2285	227910	6750969
2286	228024	6751287
2287	228127	6751312
2288	228246	6751770
2289	228370	6752376
2290	228477	6752490
2291	228580	6752503
2292	228687	6752627
2293	228792	6752677
2294	228902	6752882
2295	229001	6752762
2296	229117	6753141
2297	229215	6752965
2298	229336	6753512
2299	229433	6753312
2300	229547	6753648
2301	229635	6753207
2302	229737	6753164
2303	229859	6753729
2304	229969	6753917
2305	230077	6754058
2306	230172	6753831
2307	230279	6753924
2308	230390	6754164
2309	230491	6754099
2310	230588	6753914
2311	230701	6754191
2312	230810	6754384
2313	230910	6754290
2314	231032	6754841
2315	231130	6754689
2316	231237	6754795
2317	231335	6754647
2318	231458	6755224
2319	231565	6755333
2320	231665	6755240
2321	231778	6755501
2322	231888	6755725
2323	231990	6755672
2324	232087	6755499
2325	232187	6755403
2326	232284	6755218
2327	232385	6755153
2328	232496	6755370
2329	232585	6754961
2330	232691	6755051
2331	232805	6755361
2332	232904	6755215
2333	233011	6755334
2334	233103	6755023
2335	233197	6754736
2336	233296	6754623
2337	233404	6754767
2338	233513	6754911
2339	233611	6754756
2340	233712	6754710
2341	233810	6754553
2342	233922	6754810
2343	234030	6754927
2344	234124	6754658
2345	234226	6754622
2346	234347	6755130
2347	234460	6755406
2348	234562	6755385
2349	234661	6755267
2350	234773	6755503
2351	234881	6755649
2352	234992	6755847
2353	235107	6756181
2354	235229	6756726
2355	235331	6756691
2356	235428	6756513
2357	235526	6756341
2358	235634	6756499
2359	235726	6756156
2360	235839	6756442
2361	235939	6756327
2362	236053	6756649
2363	236167	6756942
2364	236282	6757293
2365	236404	6757824
2366	236527	6758371
2367	236640	6758647
2368	236742	6758602
2369	236852	6758802
2370	236963	6758992
2371	237061	6758840
2372	237155	6758589
2373	237252	6758412
2374	237352	6758298
2375	237462	6758497
2376	237551	6758061
2377	237652	6757993
2378	237768	6758354
2379	237872	6758391
2380	237976	6758394
2381	238075	6758256
2382	238187	6758518
2383	238307	6758968
2384	238425	6759401
2385	238532	6759491
2386	238624	6759173
2387	238723	6759030
2388	238822	6758892
2389	238937	6759219
2390	239047	6759409
2391	239156	6759560
2392	239276	6760048
2393	239396	6760492
2394	239503	6760597
2395	239617	6760906
2396	239714	6760706
2397	239826	6760936
2398	239946	6761404
2399	240047	6761348
2400	240169	6761856
2401	240262	6761549
2402	240379	6761935
2403	240471	6761623
2404	240565	6761335
2405	240668	6761316
2406	240781	6761576
2407	240879	6761432
2408	240990	6761642
2409	241107	6762009
2410	241205	6761863
2411	241299	6761590
2412	241398	6761457
2413	241521	6762006
2414	241639	6762390
2415	241754	6762728
2416	241868	6763013
2417	241962	6762746
2418	242084	6763249
2419	242194	6763434
2420	242292	6763268
2421	242402	6763450
2422	242496	6763167
2423	242618	6763677
2424	242720	6763636
2425	242818	6763480
2426	242918	6763386
2427	243038	6763837
2428	243146	6763944
2429	243261	6764276
2430	243360	6764138
2431	243448	6763716
2432	243555	6763802
2433	243676	6764289
2434	243770	6764000
2435	243868	6763853
2436	243959	6763483
2437	244062	6763469
2438	244183	6763955
2439	244278	6763706
2440	244382	6763728
2441	244481	6763598
2442	244581	6763492
2443	244707	6764102
2444	244814	6764197
2445	244936	6764689
2446	245038	6764645
2447	245148	6764818
2448	245242	6764545
2449	245364	6765061
2450	245467	6765027
2451	245564	6764848
2452	245687	6765377
2453	245810	6765894
2454	245926	6766235
2455	246026	6766139
2456	246123	6765943
2457	246231	6766070
2458	246346	6766360
2459	246439	6766076
2460	246534	6765821
2461	246636	6765764
2462	246736	6765679
2463	246839	6765641
2464	246938	6765514
2465	247032	6765237
2466	247142	6765408
2467	247245	6765388
2468	247360	6765705
2469	247450	6765307
2470	247562	6765532
2471	247660	6765371
2472	247773	6765636
2473	247876	6765602
2474	247970	6765347
2475	248072	6765294
2476	248170	6765134
2477	248283	6765388
2478	248406	6765899
2479	248521	6766211
2480	248640	6766611
2481	248743	6766580
2482	248866	6767102
2483	248990	6767640
2484	249104	6767914
2485	249206	6767858
2486	249303	6767686
2487	249425	6768168
2488	249530	6768213
2489	249625	6767948
2490	249730	6767974
2491	249823	6767687
2492	249946	6768214
2493	250066	6768646
2494	250175	6768774
2495	250271	6768558
2496	250363	6768229
2497	250464	6768163
2498	250586	6768636
2499	250698	6768856
2500	250797	6768738
2501	250896	6768602
2502	251019	6769103
2503	251123	6769107
2504	251235	6769319
2505	251338	6769294
2506	251457	6769687
2507	251560	6769655
2508	251660	6769553
2509	251760	6769460
2510	251886	6770036
2511	251999	6770286
2512	252123	6770802
2513	252234	6770997
2514	252330	6770784
2515	252430	6770685
2516	252536	6770737
2517	252645	6770870
2518	252761	6771174
2519	252886	6771727
2520	252987	6771658
2521	253092	6771681
2522	253189	6771488
2523	253298	6771619
2524	253402	6771619
2525	253504	6771557
2526	253618	6771815
2527	253738	6772244
2528	253834	6772039
2529	253938	6772021
2530	254041	6771992
2531	254137	6771781
2532	254239	6771715
2533	254349	6771879
2534	254448	6771744
2535	254562	6771997
2536	254675	6772244
2537	254778	6772217
2538	254894	6772529
2539	255017	6773027
2540	255116	6772891
2541	255229	6773129
2542	255322	6772834
2543	255423	6772731
2544	255541	6773106
2545	255643	6773047
2546	255758	6773335
2547	255858	6773229
2548	255979	6773672
2549	256075	6773445
2550	256197	6773919
2551	256296	6773779
2552	256411	6774056
2553	256506	6773818
2554	256619	6774061
2555	256740	6774497
2556	256830	6774105
2557	256951	6774547
2558	257060	6774678
2559	257159	6774544
2560	257254	6774291
2561	257366	6774513
2562	257463	6774302
2563	257560	6774120
2564	257664	6774118
2565	257759	6773859
2566	257881	6774337
2567	257986	6774353
2568	258087	6774264
2569	258201	6774522
2570	258298	6774336
2571	258413	6774612
2572	258517	6774610
2573	258618	6774517
2574	258714	6774291
2575	258818	6774284
2576	258928	6774451
2577	259052	6774968
2578	259155	6774933
2579	259270	6775197
2580	259367	6775007
2581	259482	6775294
2582	259607	6775837
2583	259712	6775839
2584	259813	6775756
2585	259912	6775618
2586	260037	6776148
2587	260141	6776142
2588	260259	6776491
2589	260359	6776379
2590	260482	6776862
2591	260604	6777329
2592	260727	6777819
2593	260817	6777429
2594	260934	6777757
2595	261057	6778234
2596	261164	6778315
2597	261289	6778833
2598	261390	6778752
2599	261495	6778775
2600	261596	6778667
2601	261707	6778836
2602	261812	6778851
2603	261905	6778554
2604	262018	6778781
2605	262124	6778836
2606	262242	6779166
2607	262336	6778893
2608	262443	6778977
2609	262538	6778729
2610	262644	6778759
2611	262740	6778552
2612	262842	6778484
2613	262945	6778439
2614	263048	6778414
2615	263167	6778788
2616	263273	6778813
2617	263393	6779208
2618	263508	6779475
2619	263608	6779369
2620	263730	6779815
2621	263832	6779755
2622	263955	6780233
2623	264078	6780700
2624	264197	6781057
2625	264311	6781305
2626	264434	6781782
2627	264533	6781652
2628	264642	6781758
2629	264744	6781674
2630	264840	6781477
2631	264949	6781575
2632	265048	6781429
2633	265170	6781869
2634	265257	6781438
2635	265366	6781551
2636	265491	6782062
2637	265602	6782235
2638	265712	6782371
2639	265820	6782455
2640	265930	6782581
2641	266053	6783052
2642	266152	6782916
2643	266258	6782937
2644	266367	6783043
2645	266471	6783028
2646	266584	6783258
2647	266696	6783428
2648	266794	6783265
2649	266900	6783294
2650	267010	6783444
2651	267113	6783405
2652	267226	6783598
2653	267326	6783497
2654	267418	6783174
2655	267527	6783274
2656	267630	6783233
2657	267724	6782963
2658	267828	6782941
2659	267930	6782863
2660	268054	6783352
2661	268175	6783771
2662	268287	6783965
2663	268381	6783694
2664	268482	6783581
2665	268603	6784010
2666	268711	6784094
2667	268814	6784047
2668	268937	6784498
2669	269040	6784447
2670	269162	6784884
2671	269274	6785066
2672	269375	6784982
2673	269480	6784976
2674	269585	6784996
2675	269688	6784941
2676	269810	6785381
2677	269912	6785304
2678	270008	6785091
2679	270111	6785028
2680	270211	6784907
2681	270316	6784924
2682	270436	6785296
2683	270557	6785702
2684	270657	6785593
2685	270770	6785802
2686	270888	6786113
2687	270982	6785859
2688	271086	6785823
2689	271200	6786065
2690	271293	6785774
2691	271397	6785745
2692	271513	6786031
2693	271612	6785870
2694	271735	6786340
2695	271860	6786835
2696	271969	6786939
2697	272072	6786896
2698	272193	6787280
2699	272282	6786892
2700	272384	6786826
2701	272491	6786881
2702	272608	6787186
2703	272704	6786942
2704	272792	6786545
2705	272893	6786438
2706	272999	6786472
2707	273100	6786360
2708	273195	6786131
2709	273289	6785852
2710	273385	6785624
2711	273497	6785799
2712	273621	6786267
2713	273724	6786231
2714	273828	6786198
2715	273934	6786244
2716	274040	6786257
2717	274143	6786202
2718	274237	6785941
2719	274358	6786326
2720	274461	6786278
2721	274561	6786171
2722	274666	6786168
2723	274764	6786008
2724	274866	6785934
2725	274970	6785893
2726	275077	6785951
2727	275176	6785806
2728	275290	6786015
2729	275413	6786462
2730	275514	6786383
2731	275612	6786194
2732	275715	6786157
2733	275824	6786239
2734	275946	6786666
2735	276054	6786748
2736	276166	6786919
2737	276257	6786571
2738	276363	6786595
2739	276475	6786761
2740	276588	6786972
2741	276693	6786965
2742	276797	6786937
2743	276911	6787158
2744	277009	6786984
2745	277117	6787046
2746	277224	6787109
2747	277328	6787084
2748	277427	6786935
2749	277536	6787022
2750	277639	6786977
2751	277739	6786845
2752	277851	6787017
2753	277952	6786929
2754	278072	6787290
2755	278196	6787749
2756	278300	6787716
2757	278414	6787934
2758	278528	6788154
2759	278642	6788370
2760	278745	6788336
2761	278855	6788457
2762	278959	6788411
2763	279065	6788429
2764	279184	6788789
2765	279291	6788834
2766	279405	6789044
2767	279510	6789027
2768	279624	6789261
2769	279732	6789317
2770	279843	6789454
2771	279942	6789321
2772	280054	6789478
2773	280168	6789691
2774	280291	6790130
2775	280392	6790030
2776	280483	6789691
2777	280585	6789613
2778	280691	6789619
2779	280803	6789790
2780	280907	6789770
2781	281011	6789731
2782	281106	6789482
2783	281221	6789731
2784	281323	6789651
2785	281424	6789553
2786	281542	6789851
2787	281643	6789757
2788	281745	6789669
2789	281848	6789627
2790	281951	6789572
2791	282066	6789800
2792	282163	6789595
2793	282286	6790038
2794	282391	6790025
2795	282507	6790284
2796	282603	6790055
2797	282721	6790367
2798	282836	6790614
2799	282935	6790456
2800	283043	6790523
2801	283149	6790524
2802	283252	6790481
2803	283348	6790250
2804	283447	6790109
2805	283547	6789975
2806	283662	6790208
2807	283767	6790202
2808	283869	6790125
2809	283984	6790369
2810	284097	6790558
2811	284213	6790795
2812	284336	6791227
2813	284446	6791345
2814	284548	6791258
2815	284670	6791644
2816	284775	6791658
2817	284882	6791680
2818	284984	6791615
2819	285079	6791361
2820	285200	6791744
2821	285315	6791957
2822	285419	6791924
2823	285532	6792120
2824	285653	6792488
2825	285775	6792874
2826	285889	6793078
2827	285992	6793022
2828	286094	6792937
2829	286196	6792863
2830	286290	6792591
2831	286397	6792642
2832	286492	6792381
2833	286584	6792065
2834	286698	6792274
2835	286806	6792338
2836	286917	6792465
2837	287025	6792530
2838	287133	6792595
2839	287242	6792678
2840	287356	6792883
2841	287455	6792728
2842	287564	6792818
2843	287660	6792596
2844	287773	6792779
2845	287877	6792743
2846	287996	6793044
2847	288113	6793318
2848	288219	6793342
2849	288330	6793475
2850	288440	6793578
2851	288556	6793836
2852	288661	6793815
2853	288769	6793868
2854	288878	6793951
2855	288993	6794175
2856	289100	6794210
2857	289208	6794285
2858	289317	6794360
2859	289440	6794768
2860	289555	6794983
2861	289665	6795103
2862	289779	6795304
2863	289882	6795241
2864	289998	6795488
2865	290099	6795377
2866	290203	6795341
2867	290313	6795436
2868	290418	6795435
2869	290516	6795247
2870	290624	6795319
2871	290727	6795238
2872	290852	6795696
2873	290970	6795985
2874	291079	6796072
2875	291177	6795897
2876	291294	6796156
2877	291387	6795876
2878	291500	6796045
2879	291607	6796067
2880	291711	6796037
2881	291821	6796142
2882	291936	6796368
2883	292038	6796271
2884	292148	6796375
2885	292244	6796163
2886	292347	6796102
2887	292449	6796007
2888	292553	6795964
2889	292669	6796216
2890	292788	6796519
2891	292893	6796497
